5.000000000000000000e+01,7.000000000000000000e+00,7.500000000000000000e+00
1.499998211860656738e+00,-1.300000000000000000e+01,4.000000000000000000e+01
2.200000000000000000e+01,-1.300000000000000000e+01,5.000000000000000000e+00
8.990000152587890625e+01,-1.117750015258789062e+02,3.500000000000000000e+01
4.015002059936523438e+01,-3.267499160766601562e+01,3.500000000000000000e+01
3.475000858306884766e+00,-3.262500000000000000e+01,3.000000000000000000e+01
1.322500419616699219e+01,-6.712499237060546875e+01,3.500000000000000000e+01
3.457499313354492188e+01,-5.192501068115234375e+01,5.000000000000000000e+00
7.607497406005859375e+01,-5.930000305175781250e+01,1.500000000000000000e+01
4.672500991821289062e+01,-1.017250061035156250e+02,1.000000000000000000e+01
6.422498321533203125e+01,-8.352500152587890625e+01,3.000000000000000000e+01
7.570001983642578125e+01,-2.009998321533203125e+01,3.500000000000000000e+01
1.238500137329101562e+02,-6.319996643066406250e+01,7.500000000000000000e+00
