60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
60.0,-120.0,0.0
